titulo,empresa,ubicacion,salario,modalidad,jornada,Area,habilidades_hard,habilidades_soft
Analista De It,SMARTSTORES,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"pensamiento crítico, atención al detalle, comunicación"
Analista De Cobranzas,BMI Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, orientación a resultados, pensamiento crítico, atención al detalle, comunicación"
Analista De Repuestos,Grupo Ortiz,"Cuenca, Azuay",,,,Analista de Datos,No especificado,"trabajo en equipo, resolución de problemas, orientación a resultados, atención al detalle, proactividad, gestión del tiempo"
Analista De Importaciones,GERARDO ORTIZ E HIJOS CIA. LTDA.,Azuay,,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, comunicación, resolución de problemas, proactividad, gestión del tiempo, inglés avanzado"
Analista Y Desarrollador De Software Tecnología,Latinus E- Professional Business S.A.,"Quito, Pichincha",,,,Analista de Datos,desarrollo de software,"adaptabilidad, atención al detalle, gestión del tiempo"
Analista De Riesgos,INNOVUS SOFTWARE S.A.S,"Portoviejo, Manabí",,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, comunicación, resolución de problemas, atención al detalle, proactividad, gestión del tiempo, pensamiento crítico"
Analista De Procesos,Kruger Corporation S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, gestión del tiempo, creatividad"
Analista De Marketing Digital (Polifuncional),Pirámide Digital Cia Ltda,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"git, excel","trabajo en equipo, comunicación, orientación a resultados, atención al detalle, gestión del tiempo"
Analista De Compras,Amaenergy Service S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, atención al detalle, gestión del tiempo"
Analista De Gestión Ambientes Y Versionamiento,Human Consulting Strategies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"javascript, azure, microservicios, devops","trabajo en equipo, liderazgo, pensamiento crítico, atención al detalle, comunicación"
Analista De Inventario,Adium Ecuador,"Quito, Pichincha",,,,Analista de Datos,"excel, machine learning","trabajo en equipo, resolución de problemas, atención al detalle, pensamiento crítico"
Analista De Mesa De Servicio,Banco Internacional Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"sql, windows","trabajo en equipo, liderazgo, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo"
Analista Inteligencia De Negocios/Comercial,Cafe Minerva,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"liderazgo, atención al detalle, pensamiento crítico"
Analista De Soporte En Sitio,STEFANINI LATAM,"Nueva Loja, Provincia Sucumbíos",,,tiempo completo,Analista de Datos,"excel, windows","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, orientación a resultados, gestión del tiempo, pensamiento crítico"
Practicante De Analista De Control De Calidad,OXIALFARM,"Quito, Pichincha",,,,Analista de Datos,casos de prueba,"trabajo en equipo, aprendizaje continuo, atención al detalle, mentoría"
Analista De Calidad,OLYMPIC JUICE OLYJUICE CIA. LTDA.,"Quito, Pichincha",,,,Analista de Datos,"pruebas manuales, pruebas automatizadas, casos de prueba","adaptabilidad, atención al detalle, pensamiento crítico, comunicación"
Analista De Compras,Importadora Vega S.A (Homevega),"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, atención al detalle, pensamiento crítico, comunicación"
Analista De Nómina,Mutualista Azuay,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, orientación a resultados, gestión del tiempo"
Analista De Asuntos Regulatorios,ASAN ADVISORS,"Quito, Pichincha",,Híbrido,,Analista de Datos,"javascript, excel","liderazgo, adaptabilidad, atención al detalle, proactividad, gestión del tiempo"
Analista De Exportaciones,Edesa,"Quito, Pichincha",,,,Analista de Datos,"excel, restful apis","liderazgo, resolución de problemas, gestión del tiempo, creatividad"
Analista De Costos Y Presupuestos,Alfa Talent,"Quito, Pichincha",,,,Analista de Datos,excel,"resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
"Analista De Tesorería Quito, Pichincha, Ecuador",BMI Igualas Médicas,"Quito, Pichincha",,Presencial,tiempo completo,Analista de Datos,No especificado,"resolución de problemas, atención al detalle, pensamiento crítico, comunicación"
Analista De Tesorería,RIPCONCIV CONSTRUCCIONES CIVILES CIA LTDA,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Contabilidad,KBL Change It,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista De Certificación De Calidad,BANRED S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"postman, soap ui, pruebas manuales, pruebas automatizadas, casos de prueba","aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo"
Analista De Programación Y Control De Producción,Grupo Industrial Graiman,"Cuenca, Azuay",,,,Analista de Datos,"excel, machine learning","trabajo en equipo, resolución de problemas, atención al detalle, gestión del tiempo"
Analista De Selección,Puntonet S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, comunicación, liderazgo, gestión del tiempo"
Analista De Calidad,A Gas Cía. Ltda.,"Montecristi, Provincia Manabí",,,tiempo completo,Analista de Datos,casos de prueba,"trabajo en equipo, orientación a resultados, atención al detalle"
Analista De Transporte Ec,Grupo Tigre,"Quito, Pichincha",,,tiempo completo,Analista de Datos,machine learning,"orientación a resultados, atención al detalle, gestión del tiempo, creatividad"
Analista De Crédito Y Cobranza,EDIMCA,"Quito, Pichincha",,,,Analista de Datos,No especificado,"liderazgo, resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista Senior De Políticas De Financiamiento,Banco de Desarrollo del Ecuador B.P.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, liderazgo, resolución de problemas, atención al detalle, gestión del tiempo, creatividad"
Analista De Costos Y Compras,STARTUP Lawyers & Consultants S.A.,"Quito, Pichincha",,,,Analista de Datos,No especificado,"resolución de problemas, aprendizaje continuo, atención al detalle, pensamiento crítico"
Analista De Crédito,MASTERMOTO,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, resolución de problemas, proactividad"
Analista De Selección,Importador Ferretero Trujillo,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"liderazgo, adaptabilidad, pensamiento crítico, atención al detalle, comunicación"
Analista De Seguridad Industrial,PepsiCo,"Quito, Pichincha",,,,Analista de Datos,"git, restful apis","trabajo en equipo, liderazgo, adaptabilidad, aprendizaje continuo, atención al detalle"
Analista De Abastecimiento,La Tablita Del Tartaro,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"resolución de problemas, atención al detalle, gestión del tiempo, pensamiento crítico"
Analista Operativo De Bodega,Bou Company,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"excel, power bi","comunicación, atención al detalle, pensamiento crítico"
Analista De Operaciones Cash Y Comercio Exterior,Citi,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"excel, restful apis, machine learning","trabajo en equipo, comunicación, inglés avanzado"
Analista De Control Y Auditoría Interna,Laboratorios Bagó Del Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"c++, excel","orientación a resultados, atención al detalle, proactividad, creatividad, pensamiento crítico"
Analista Comercial,Servicios Integrales De Tesis,"Cuenca, Azuay",,,,Analista de Datos,No especificado,"resolución de problemas, atención al detalle, gestión del tiempo"
Analista De Recursos Humanos Freelance,Ramsa Importaciones,"Quito, Pichincha",,,tiempo completo,Analista de Datos,git,"trabajo en equipo, orientación a resultados, proactividad"
Analista De Seguridad De La Información Senior,Grupo Ortiz,"Cuenca, Azuay",,,,Analista de Datos,"linux, windows","trabajo en equipo, liderazgo, resolución de problemas, aprendizaje continuo, proactividad, pensamiento crítico"
Gestor De Demanda De Datos,Devsu,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"c++, sql, jira, excel, scrum, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, proactividad, gestión del tiempo, mentoría"
Lider Técnico De Datos New,Neoris,"Quito, Pichincha",,,tiempo completo,Analista de Datos,git,"trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, proactividad, creatividad"
Asistente De Procesamiento De Datos,COOPERATIVA DE AHORRO Y CREDITO VICENTINA MANUEL ESTEBAN GODOY ORTEGA LTDA,"Loja, Província Loja",,,tiempo completo,Analista de Datos,sql,"trabajo en equipo, comunicación, resolución de problemas"
Trabajo Desde Casa Analista De QA Senior Investigación Y Desarrollo Ref. 0027S RD,BairesDev,"Guayaquil, Guayas",,,,Analista de Datos,"machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
Analista Junior De Sistemas Responsable De Tecnología SQL SAP Salesforce Soporte TI,CENTURIOSA S.A.,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,"sql, power bi, salesforce","trabajo en equipo, pensamiento crítico, atención al detalle, comunicación"
Trabajo Desde Casa Analista De Negocios Con Agile Ref. 0031S,BairesDev,"Guayaquil, Guayas",,,,Analista de Datos,"excel, scrum, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, creatividad, pensamiento crítico"
Analista De Automatización En Facturación,ONBOTGO,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"python, sql, git, excel, power bi, restful apis, scrum","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo"
Analista De Sistemas,Estructuras De Acero Esacero S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,sql,"atención al detalle, pensamiento crítico, comunicación"
Analista De Automatización En Facturación / Pesencial En Quito,ONBOTGO,"Quito, Pichincha",,,,Analista de Datos,"python, sql, git, excel, power bi, restful apis, scrum","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo"
Analista De Impuestos,Edesa,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"liderazgo, resolución de problemas, creatividad, pensamiento crítico"
Ingeniero De Telecomunicaciones Y Centro De Datos,Banco Bolivariano,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,"git, excel, scrum","trabajo en equipo, liderazgo, atención al detalle, gestión del tiempo"
Analista De Risk,PwC,"Quito, Pichincha",,,tiempo completo,Analista de Datos,machine learning,"trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, atención al detalle, proactividad, pensamiento crítico, inglés avanzado, mentoría"
Analista De Respuestos,Kia Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"power bi, restful apis","trabajo en equipo, resolución de problemas, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo"
Analista De Compras,colour republic,"Cumbaya, Pichincha",,,,Analista de Datos,excel,"liderazgo, atención al detalle, inglés avanzado"
Analista De Nómina,GERENCIA CORPORATIVA GERENSA S.A.,"Quito, Pichincha",,,,Analista de Datos,excel,"trabajo en equipo, pensamiento crítico, atención al detalle, comunicación"
Analista De Compras,Lamor,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, pensamiento crítico, inglés avanzado"
Analista De Garantía Y Servicio Técnico,Etafashion,"Quito, Pichincha",,,tiempo completo,Analista de Datos,machine learning,"gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista De Capacitación Y Desarrollo,XKTalent Inc. - Rimutee,"Quito, Pichincha",,,tiempo completo,Analista de Datos,git,"trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, proactividad, creatividad"
Analista De Compras,colour republic,"Cumbaya, Pichincha",,,,Analista de Datos,excel,"liderazgo, atención al detalle, inglés avanzado"
Analista De Nómina,GERENCIA CORPORATIVA GERENSA S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, pensamiento crítico, atención al detalle, comunicación"
Analista De Compras,Lamor,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, pensamiento crítico, inglés avanzado"
Analista De Garantía Y Servicio Técnico,Etafashion,"Quito, Pichincha",,,tiempo completo,Analista de Datos,machine learning,"gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista De Capacitación Y Desarrollo,XKTalent Inc. - Rimutee,"Quito, Pichincha",,,,Analista de Datos,git,"trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, proactividad, creatividad"
Analista De Logística E Importaciones,Epic Global Talents,"Quito, Pichincha",,,tiempo completo,Analista de Datos,git,"comunicación, atención al detalle, pensamiento crítico"
Analista De Emisión (Cobranzas),Cooperativa Policía Nacional,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"excel, scrum","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo, creatividad"
Analista De Marketing,Consulting & Tax,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"gestión del tiempo, inglés avanzado, pensamiento crítico, atención al detalle, comunicación"
Analista De Bodega Y Logística - Cuenca,Disprovef Ecuador S.A,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, liderazgo, resolución de problemas, pensamiento crítico"
Analista De Ambiente - Quito,QSI ECUADOR S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Siniestros Y Seguros Administración,Chevyplan,"Quito, Pichincha",,Híbrido,tiempo completo,Analista de Datos,"excel, power bi","trabajo en equipo, orientación a resultados, atención al detalle"
Analista De Compras,Landazuri s.a,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"c++, machine learning","resolución de problemas, proactividad, gestión del tiempo"
Analista De Compras Internacionales,Grupo Ortiz,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,"excel, machine learning","atención al detalle, pensamiento crítico, comunicación"
Analista De Logistica Y Bodega Cuenca,RENOVALLANTA S.A.,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Créditos,MÁSCAPITAL.S.A.S.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista De Selección - Quito,Chevyplan,"Quito, Pichincha",,,tiempo completo,Analista de Datos,git,"trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo"
Analista De Ingeniería,BATERIAS ECUADOR,"Quito, Pichincha",,,,Analista de Datos,excel,"trabajo en equipo, adaptabilidad, atención al detalle"
Analista De Soporte Técnico - Quito,Puntonet S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, adaptabilidad, atención al detalle, gestión del tiempo"
Analista De Comunicación Corporativa,Megalabs Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"git, excel","trabajo en equipo, comunicación, atención al detalle, proactividad, gestión del tiempo, creatividad"
Analista De Marketing,Cooperativa 29 de octubre,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"resolución de problemas, proactividad, pensamiento crítico, atención al detalle, comunicación"
Analista De Asuntos Corporativos Y Sostenibilidad,cbc,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"java, c++, git, excel","trabajo en equipo, comunicación, adaptabilidad, proactividad, gestión del tiempo, creatividad"
Analista De Crédito Y Cobranzas - El Oro,Gestalt Consultora,"Machala, El Oro",,,tiempo completo,Analista de Datos,"excel, power bi","atención al detalle, pensamiento crítico, comunicación"
Analista De RRHH,Vipertec S.A,"Quito, Pichincha",,,,Analista de Datos,c++,"liderazgo, adaptabilidad, orientación a resultados"
ANALISTA DE RIESGO EMPRESARIAL,Puntonet S.A.,"Quito, Pichincha",,,,Analista de Datos,No especificado,"resolución de problemas, orientación a resultados, aprendizaje continuo, gestión del tiempo, creatividad, pensamiento crítico"
Analista De Riesgos Tecnológicos,Cooperativa Policía Nacional,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"excel, scrum","trabajo en equipo, resolución de problemas, orientación a resultados, atención al detalle, gestión del tiempo, creatividad"
Analista De Contabilidad,Kruger Corporation,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"git, excel","resolución de problemas, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
Analista De Contabilidad,Kruger Corporation,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"git, excel","resolución de problemas, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
TRABAJOS,,,,,tiempo completo,Analista de Datos,No especificado,No especificado
TRABAJOS,,,,,tiempo completo,Analista de Datos,No especificado,No especificado
Analista De Desarrollo Organizacional Bilingüe Quito,Empresa,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"inglés avanzado, pensamiento crítico, atención al detalle, comunicación"
Analista De Selección De Personal,Talenter Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"excel, scrum","comunicación, liderazgo, orientación a resultados, atención al detalle, gestión del tiempo"
ANALISTA DE MARKETING - SUZUKI,Centric Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,git,"trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, pensamiento crítico"
Analista De Procesos Aduaneros,Fma Agencia De Aduana,"Quito, Pichincha",,,,Analista de Datos,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Seguridad Al Paciente,Hospital Vozandes Quito Hvq S.A,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"liderazgo, orientación a resultados, atención al detalle, creatividad, pensamiento crítico"
Analista De Marketing,Induvallas Publicidad Exterior,"Quito, Pichincha",,,tiempo completo,Analista de Datos,git,"trabajo en equipo, comunicación, liderazgo, orientación a resultados, aprendizaje continuo"
Analista De Talento Humano - Capacitación,CORIS ECUADOR,"Quito, Pichincha",,,,Analista de Datos,"excel, restful apis, scrum","trabajo en equipo, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, pensamiento crítico, multitarea"
Asistente De Analisis De Datos Gerenciales,Condelpi,"Quito, Pichincha",,,tiempo completo,Analista de Datos,power bi,"trabajo en equipo, comunicación, resolución de problemas, gestión del tiempo, pensamiento crítico"
Analista De Seguridad De La Información,Confidencial,"Quito, Pichincha",,,tiempo completo,Analista de Datos,restful apis,"trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo"
Analista / Líder De Talento Humano/ Uio/ Presencial,INSTITUTO TECNOLÓGICO SUPERIOR QUITO METROPOLITANO,"Quito, Pichincha",,Presencial,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, aprendizaje continuo, atención al detalle, creatividad"
Analista Mesa De Ayuda,SoftwareONE,"Quito, Pichincha",,Presencial,tiempo completo,Analista de Datos,"git, restful apis, scrum, machine learning","trabajo en equipo, comunicación, creatividad"
Analista / Líder De Talento Humano/ Uio/ Presencial,INSTITUTO TECNOLÓGICO SUPERIOR QUITO METROPOLITANO,"Quito, Pichincha",,Presencial,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, aprendizaje continuo, atención al detalle, creatividad"
Analista De SOC,NGS - SECURITYLOGIC,"Quito, Pichincha",,,tiempo completo,Analista de Datos,c++,"trabajo en equipo, comunicación, atención al detalle, proactividad, gestión del tiempo"
Analista En Planificacion De La Demanda Y,QSI ECUADOR S.A.,"Quito, Pichincha",,,,Analista de Datos,No especificado,"trabajo en equipo, liderazgo, proactividad, creatividad"
Analista De Ciberseguridad - Guayaquil,Great People Consulting,"Quito, Pichincha",,,,Analista de Datos,No especificado,"pensamiento crítico, atención al detalle, comunicación"
Trabajo Desde Casa Analista De Generación De Contactos Ref. 0244S,BairesDev,"Quito, Pichincha",,,tiempo completo,Analista de Datos,machine learning,"trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
Analista De Investigación Y Desarrollo Para La,QSI ECUADOR S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, aprendizaje continuo, gestión del tiempo, creatividad"
Analista De Rh Nómina,Confidencial,"Quito, Pichincha",,,,Analista de Datos,restful apis,"trabajo en equipo, adaptabilidad, orientación a resultados, gestión del tiempo"
Analista De Soporte En Sitio,SoftwareONE,"Quito, Pichincha",,Remoto,tiempo completo,Analista de Datos,"c++, git, excel, restful apis, scrum, machine learning, linux, windows, macos","trabajo en equipo, comunicación, resolución de problemas"
Analista De Postventa (Ecuador),LogicalisUS,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, resolución de problemas, atención al detalle"
Analista De Gestión Transaccional,EOMMT SAS,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"excel, power bi","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, atención al detalle, pensamiento crítico"
Analista De Estrategia Y Gestión,Cooperativa 29 De Octubre,"Quito, Pichincha",,,,Analista de Datos,No especificado,"resolución de problemas, orientación a resultados, atención al detalle"
Analista De Riesgos (Saras),Cooperativa 29 de octubre,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, comunicación, resolución de problemas, aprendizaje continuo, creatividad"
Analista De Logística,G4S,"Quito, Pichincha",,,,Analista de Datos,No especificado,"trabajo en equipo, resolución de problemas, atención al detalle"
Analista De Cobranza- Quito,Icesa S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"excel, machine learning","gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista De Importaciones,SERDELA ECUATORIANA S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"pensamiento crítico, atención al detalle, comunicación"
Analista De Nómina Quito,SG SUASTI GUERRERO CORP S.A.S. - SG INVESTMENT,"Quito, Pichincha",,,,Analista de Datos,"git, excel, restful apis","adaptabilidad, atención al detalle, gestión del tiempo"
Analista De Soporte Técnico Contrato Por 2 Meses Medio Tiempo,PASQUEL GARZON OSWALDO DAVID,"Quito, Pichincha",,,tiempo completo,Analista de Datos,c++,"trabajo en equipo, pensamiento crítico, atención al detalle, comunicación"
Analista De Compras Publicas,ALDENTAL,"Quito, Pichincha",,,tiempo completo,Analista de Datos,restful apis,"comunicación, adaptabilidad, aprendizaje continuo, gestión del tiempo, pensamiento crítico, inglés avanzado"
Analista De Precios E Incentivos Ecuador,General Motors,"Quito, Pichincha",,,,Analista de Datos,"c++, excel, restful apis, machine learning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados"
Analista De Capacitacion Y Desarrollo,Reybanpac Rey Banano Del Pacifico C.L.,"Quevedo, Los Ríos",,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, orientación a resultados, atención al detalle, proactividad, pensamiento crítico"
Analista De Cobranza- Quito,Icesa S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"excel, machine learning","atención al detalle, gestión del tiempo, pensamiento crítico, comunicación"
Analista De Quejas Y Reclamos,Automotores Y Anexos S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, comunicación, resolución de problemas, atención al detalle, creatividad"
Analista De Siniestros Mujer Con Experiencia En,Sweaden Compañía De Seguros. S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, atención al detalle, pensamiento crítico, comunicación"
Analista De Customer Experience,Kia Ecuador,"Quito, Pichincha",,,,Analista de Datos,"git, restful apis, machine learning","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo"
Analista De Calidad De Semillas,Ecuaquimica,"Quevedo, Los Ríos",,,tiempo completo,Analista de Datos,"pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, liderazgo, resolución de problemas, aprendizaje continuo, atención al detalle, proactividad, pensamiento crítico"
Analista De Soporte A Usuarios - Cuenca,Puntonet S.A.,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, liderazgo, adaptabilidad, atención al detalle, gestión del tiempo"
Analista De Calificación De Crédito Ciudad Quito,QSI ECUADOR S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,machine learning,"comunicación, pensamiento crítico, atención al detalle"
Analista De Indemnizaciones,Sweaden Compañía De Seguros. S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Calidad,seguros equinoccial,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,"pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, resolución de problemas, orientación a resultados, atención al detalle"
Analista De Investigación Y Desarrollo,Laboratorios Industriales Farmaceúticos Ecuatorianos Life C.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Desarrollo Organizacional,RIALTI,"Quito, Pichincha",,,,Analista de Datos,restful apis,"trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, proactividad, gestión del tiempo"
Analista Senior De Calidad Y Procesos,Transportes Sánchez Polo del Ecuador,"Quito, Pichincha",,,,Analista de Datos,"c++, excel, restful apis, casos de prueba","trabajo en equipo, liderazgo, aprendizaje continuo, atención al detalle"
Analista De Trade Marketing,ESTRATEGIAS Y MERCADO S.A. ESTRAMERCADO,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"resolución de problemas, aprendizaje continuo, pensamiento crítico, atención al detalle, comunicación"
Analista De Planeamiento (Financiero),Quifatex,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"trabajo en equipo, liderazgo, resolución de problemas, orientación a resultados"
Analista De Seguridad Industrial,ipeges,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista Técnico De Proyectos,SEDEMI SCC,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, liderazgo, adaptabilidad"
Suzuki - Analista De Calidad,Centric Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"aws, restful apis, casos de prueba","trabajo en equipo, orientación a resultados, atención al detalle, pensamiento crítico"
Analista De Crédito - Quito,Icesa S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,machine learning,"resolución de problemas, orientación a resultados, gestión del tiempo"
Analista De Procesos Aduaneros Comercio Exterior,Fma Francisco Mosquera Aulestia,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"adaptabilidad, atención al detalle, pensamiento crítico, comunicación"
Analista De Riesgo Operativo Continuidad Del Negocio,Cooperativa 29 De Octubre,"Quito, Pichincha",,,tiempo completo,Analista de Datos,No especificado,"comunicación, atención al detalle, pensamiento crítico"
Analista De Contabilidad,DK MANAGEMENT SERVICES,"Quito, Pichincha",,,tiempo completo,Analista de Datos,excel,"orientación a resultados, gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista De Trade Marketing,Corporación Superior S.A.,"Quito, Pichincha",,,,Analista de Datos,power bi,"trabajo en equipo, orientación a resultados, pensamiento crítico"
Analista Corporativo De Experiencia De Usuario,BMI Igualas Médicas,"Quito, Pichincha",,,,Analista de Datos,scrum,"comunicación, pensamiento crítico, atención al detalle"
