titulo,empresa,ubicacion,modalidad,descripcion,Area
Probador De Software (QA) / Investigación Y,BairesDev,"Guayaquil, Guayas",,"BairesDev se enorgullece de ser la empresa de software outsourcing de más rápido crecimiento de América. Nuestros equipos están conformados por personas de todo el mundo, lo que nos permite contar con una fuerte esencia multicultural. Para ofrecer constantemente soluciones de la más alta calidad, contratamos solo al 1% superior de los mejores talentos y los desafiamos a proyectos emocionantes.Sobre la posición:Estamos buscando al mejor talento para la posición de QA Software Senior para unirse al equipo de Investigación y Desarrollo (I+D) de BairesDev.Nuestro equipo de I+D es una parte esencial de nuestras soluciones tecnológicas que generan millones de ingresos cada año, por lo que sólo contratamos a los mejores talentos de todo el mundo.Dentro del equipo encontrarás muchos retos diferentes: Análisis de datos, Machine Learning, Desktop y Desarrollo web son algunos de los más relevantes en este momento, pero para impulsar la innovación, te darás cuenta de que algo nuevo se presenta cada día.El área de I+D es sin duda la más interesante y desafiante de toda la empresa, y aunque BairesDev está conformada por gente realmente talentosa en general, aquí encontrarás profesionales con amplia experiência y del más alto nível intelectual y creativo.¿Estás listo para sumarte a nuestro equipo?Principales responsabilidades:- Analizar requisitos del usuario final para definir y documentar los planes de prueba.- Ejecutar casos de prueba, depurar, detectar errores y/o posibles mejoras, documentarlos y hacer un seguimiento para su resolución.- Generar informes de los resultados de las pruebas y errores detectados.- Definir las prioridades y planificar las pruebas de los requisitos del sistema.- Documentar las funcionalidades de los sistemas.- Representar al usuario final ante los desarrolladores para garantizar el cumplimiento de los requisitos.- Detectar y proponer mejoras tanto en el proceso de control de calidad como en el ciclo de desarrollo del software.¿Qué Buscamos?- 4+ años de experiência en testing de productos Web.- Sólidos conocimientos en herramientas de Testing.- Desarrollar planes de pruebas: Creación de casos de pruebas y depuración.- Conocimientos en Tecnologías Web.- Sólidos conocimientos en sistemas operativos de Unix y Linux.- Nível de Inglés y Portugués avanzado.¿Cómo haremos la vida y el trabajo más fácil?- Trabajo 100% remoto.- Configuración de hardware para trabajar desde casa.- Horario flexible.- Licencias por paternidad y maternidad, vacaciones y feriados pagados.- Ambiente laboral diversificado y multicultural.- Un entorno innovador con la estructura y los recursos de una multinacional líder.- Excelente remuneración - por encima de la media del mercado y tus expectativas.- Aquí puedes crecer tan rápido como aprendas.Nuestra gente trabaja de forma remota con una cultura sólida y constante que promueve la diversidad y el trabajo en equipo. Para continuar siendo la empresa líder en desarrollo de software de América, queremos asegurarnos de que cada miembro de BairesDev tenga las mejores oportunidades de crecimiento y desarrollo profesional en un entorno diverso, acogedor e innovador. Cada persona del equipo aporta algo esencial a BairesDev, ¡cuéntanos tu historia!¡Postúlate ya!",QA
QA Engineer - Remote Work,BairesDev,"Anywhere, Guayas",Remoto,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.QA Engineer at BairesDevBeing a QA Engineer Developer in our Development Team is just like being a full-time problem solver. We expect your abilities to be a combination of experience, knowledge, and independence. Innovation is also at the heart of the BairesDev strategy. So, if you were willing to take on the most complex tasks and be a master of your tech stack, QA, then you are probably one of those unique we’re looking for.You will face numerous technical challenges:- Define and document test plans and test cases for all the features developed by the team.- Execute the test plans to ensure the development meets the quality standard.- Report bugs and other findings.- Followup the bugs reports to ensure they are fixed.Here’s what we are looking for:- 4+ years of experience as QA Manual or similar.- Knowledge in MySQL and / or SQL.- Knowledge in Automation programming languages (desired).- Advanced English level.How we do make your work (and your life) easier:- 100% remote work.- Hardware setup for you to work from home.- Flexible hours - make your schedule.- Paid parental leave, vacation & holidays.- Diverse and multicultural work environment.- An innovative environment with the structure and resources of a leading multinational.- Excellent compensation — well above the market average.- Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",QA
QA Analyst,Jelou AI,"Guayaquil, Guayas",,"Tu misión: Asegurar la calidad y funcionalidad del software mediante la planificación, diseño y ejecución de pruebas, identificando y documentando defectos, colaborando con equipos de desarrollo y producto para resolverlos, y contribuyendo a la mejora continua de los procesos de testing. Responsabilidades Clave: Colaborar en la definición de estrategias de pruebas y planes de pruebas detallados. Participar en la revisión de requisitos y especificaciones para comprender el alcance de las pruebas. Crear test suites y planificar pruebas en base al conocimiento técnico. Realizar pruebas manuales y automatizadas según sea necesario. Registrar y documentar los resultados de las pruebas y los defectos encontrados. Identificar, registrar y priorizar defectos durante las pruebas. Trabajar con el equipo de desarrollo para resolver problemas identificados y verificar soluciones. Contribuir a la mejora continua de los procesos de pruebas y proponer nuevas herramientas y metodologías. Participar en sesiones de retroalimentación para identificar áreas de mejora. Proteger la integridad, disponibilidad y confidencialidad de los activos de información. Informar sobre incidentes o debilidades de seguridad a la Information Security Officer. Cumplir con las políticas, manuales y procedimientos establecidos en el SGSI. Perfil Profesional Deseado: Título universitario en Informática, Ingeniería de Software, Sistemas de la Información, Tecnología o Telemática. Mínimo 2 años de experiencia en aseguramiento de calidad y pruebas de software. Conocimiento en principios de desarrollo de software y ciclo de vida del desarrollo. Conocimientos en lenguajes de scripting para pruebas (Python, Java, etc.). Experiencia con herramientas de automatización como Postman, SoapUI, entre otras. Experiencia en pruebas de regresión, funcionales e integración. Conocimientos en seguridad de la información (SGSI, ISO Herramientas y Frameworks Deseables: Lenguajes de scripting: Python, Java. Herramientas de automatización: Postman, SoapUI. Metodologías de pruebas funcionales, regresión e integración. Conocimientos de SGSI y norma ISO 27001. Competencias Críticas: Adaptabilidad a cambios en los requisitos del proyecto. Orientación a la calidad y mejora continua. Trabajo en equipo multidisciplinario. Comunicación clara y efectiva. Resolución de problemas de manera eficiente.",QA
Senior De Automatización De QA / Investigación Y,BairesDev,"Guayaquil, Guayas",,"BairesDev se enorgullece de ser la empresa de software outsourcing de más rápido crecimiento de América. Nuestros equipos están conformados por personas de todo el mundo, lo que nos permite contar con una fuerte esencia multicultural. Para ofrecer constantemente soluciones de la más alta calidad, contratamos solo al 1% superior de los mejores talentos y los desafiamos a proyectos emocionantes.Senior de Automatización de QA en BairesDevBuscamos un sobresaliente Senior de Automatización de QA para sumarse al equipo de Investigación y Desarrollo de BairesDev (I + D).Nuestro equipo de I + D es parte esencial de nuestras soluciones tecnológicas que generan millones en ingresos cada año, por lo que sólo contratamos a los mejores de los mejores.Dentro del equipo, encontrarás muchos desafíos diferentes: Análisis de datos, Aprendizaje Automático, Desarrollos de escritorio y web son algunos de los más relevantes en este momento, pero para impulsar la innovación, ¡notarás que surgen cosas nuevas todos los días!El área de I + D es sin duda el área más interesante y desafiante de toda la empresa, y aunque BairesDev está conformada por personas realmente talentosas en general, aquí encontrarás profesionales con amplia experiência y también nível intelectual y creativo, muy por encima de la media.Queremos que la gente disfrute del viaje. ¿Estás listo?Actividades Principales- Desarrollar y ejecutar los planes y casos de prueba.- Estimar los esfuerzos de prueba, analizar y comunicar los resultados de las pruebas y participar en las actividades diarias de control de calidad.- Trabajar con los equipos de desarrollo, control de calidad y gestión de productos para diseñar y aplicar estrategias de prueba y validación.- Ejecutar y gestionar los casos de prueba y los resultados; informar sobre las métricas de pruebas y errores.¿Qué Buscamos?- 5+ años de experiência en automatización de pruebas.- Destreza para trabajar con C, C++, Java y Python.- Conocimientos sólidos en ambientes de Unix y Linux.- Nível de Inglés avanzado.¿Cómo haremos la vida y el trabajo más fácil?- Trabajo 100% remoto.- Configuración de hardware para trabajar desde casa.- Horario flexible.- Licencias por paternidad y maternidad, vacaciones y feriados pagados.- Ambiente laboral diversificado y multicultural.- Un entorno innovador con la estructura y los recursos de una multinacional líder.- Excelente remuneración - por encima de la media del mercado y tus expectativas.- Aquí puedes crecer tan rápido como aprendas.Nuestra gente trabaja de forma remota con una cultura sólida y constante que promueve la diversidad y el trabajo en equipo. Para continuar siendo la empresa líder en desarrollo de software de América, queremos asegurarnos de que cada miembro de BairesDev tenga las mejores oportunidades de crecimiento y desarrollo profesional en un entorno diverso, acogedor e innovador. Cada persona del equipo aporta algo esencial a BairesDev, ¡cuéntanos tu historia!¡Postúlate ya!",QA
Software QA Specialist / Research + Development,BairesDev,"Guayaquil, Guayas",Remoto,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Software QA Specialist at BairesDevWe are looking for outstanding Software QA Specialists to join BairesDev Research & Development Team (R&D).Our R&D team is an essential part of our technology solutions that drive millions in revenue every year, so we only hire the best of the best.Within the team you’ll find many different challenges: Data analysis, Machine Learning, Desktop, and web developments are some of the most relevant right now, but in order to drive innovation, you’ll notice that new things are coming up every day!The R&D area is undoubtedly the most interesting and challenging area of the entire company, and although BairesDev is conformed by really talented people in general, here you will find professionals with extensive experience and also intellectual and creative level, far above average.We want people to enjoy the trip. Are you ready?What You’ll do:- Analyze end-user requirements to define and document test plans.- Execute test cases, debug, detect errors and/or possible improvements, document them, and follow up to be resolved.- Generate reports of test results and errors detected.- Define priorities and plan tests of system requirements.- Document the functionalities of the systems.- Represent the end-user to the developers to ensure that the requirements are met.- Detect and propose improvements in both the quality control process and the software development cycle.**Requirements**:- 4+ years of experience in testing Web Products.- Solid knowledge of testing tools.- Development of test plans: creation of test cases and debugging.- Additional knowledge in Web technologies.- Extensive knowledge of Unix and Linux environments.- Advanced English level.How we do make your work (and your life) easier:- 100% remote work.- Hardware setup for you to work from home.- Flexible hours - make your schedule.- Paid parental leave, vacation & holidays.- Diverse and multicultural work environment.- An innovative environment with the structure and resources of a leading multinational.- Excellent compensation — well above the market average.- Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company.",QA
Analista Tester QA Senior 2,Integrity Solutions,"Guayaquil, Guayas",,"Requerimos incorporar en nuestro equipo de trabajo a una persona proactiva para cumplir con funciones en el Departamento de Fábrica de SoftwareEn ISC Integrity Solutions & Consulting CIA. LTDA. hemos tenido la oportunidad de trabajar con diferentes entidades privadas y públicas en proyectos de Gestión de Procesos del Negocio, Gestión de Riesgos Operativos, Gestión de Seguridad de la Información, Fabrica de Software, Gobierno de TI, Gestión de Continuidad del Negocio, Automatización de Procesos, Optimización Tecnológica y Auditoria de TI.Nuestras líneas de negocios le proporcionan a nuestros clientes el respaldo adecuado en la búsqueda de soluciones integrales a nível empresarial, lo cual estamos en capacidad de lograrlo con la experiência de nuestros consultores y el compromiso de servicios de calidad que brindamos a todos nuestros clientes.**Requisitos**:Ingeniería/Tecnología en sistemas o Analista de Sistemas Experiência mínima de 1 año en proyectos de tecnología Conocimientos sólidos en.net Conocimientos sólidos en Selenium Herramientas de Automatización de Pruebas Habilidades de comunicación con el usuario Habilidades de manejo tecnología e información Herramientas de pruebas de stres)BeneficiosExcelente Ambiente de trabajoEstabilidad LaboralRemuneración justaCrecimiento profesional y personal",QA
QA Automation Engineer,Devsu,"Guayaquil, Guayas",,"Buscamos un/a Ingeniero/a QA Automation con experiencia comprobada en pruebas automatizadas de software. Esta posición es híbrida en Quito/Ecuador. Funciones: Diseñar, desarrollar y ejecutar pruebas automatizadas para validar funcionalidades. Colaborar con el equipo de desarrollo y producto para entender requerimientos y criterios de aceptación. Documentar y reportar defectos de manera clara y precisa. Participar en la definición de estrategias de prueba. Ejecutar pruebas en entornos que incluyan modelos de datos complejos. Desarrollar scripts de pruebas y mantenerlos actualizados. Validar calidad de datos y funcionamiento en bases de datos SQL y NoSQL. Utilizar herramientas de automatización de pruebas como Cypress, Karate, Serenity, K6, entre otras. Apoyar la mejora continua de los procesos de testing. Requirements Mínimo 2 años de experiencia comprobada como Ingeniero QA. Experiencia en automatización de pruebas de software. Habilidades de programación básicas a intermedias. Experiencia en pruebas de software, preferiblemente en entornos de desarrollo de modelos de datos. Conocimiento en metodologías de pruebas y diseño de casos de prueba. Manejo de bases de datos SQL y NoSQL. Experiencia con herramientas de automatización como Serenity, Karate, K6, Cypress, Protractor, TestCafe, Appium, entre otras. Deseables: Certificación ISTQB o similar. Conocimiento de buenas prácticas de desarrollo: Git, TDD, revisiones de código, CI/CD. Experiencia en herramientas RPA (Robotic Process Automation). Experiencia previa en entornos ágiles. Benefits En Devsu, queremos crear un ambiente donde puedas prosperar tanto personal como profesionalmente. Al unirte a nuestro equipo, disfrutarás de: Un contrato estable a largo plazo con oportunidades de crecimiento profesional Seguro médico privado Programas continuos de capacitación, mentoría y aprendizaje para mantenerte a la vanguardia de la industria Acceso gratuito a recursos de capacitación en IA y herramientas de IA de última generación para elevar tu trabajo diario Una política flexible de tiempo libre remunerado (PTO) además de días festivos pagados Proyectos de software desafiantes de clase mundial para clientes en Estados Unidos y Latinoamérica Colaboración con algunos de los ingenieros de software más talentosos de Latinoamérica y Estados Unidos, en un entorno de trabajo diverso Únete a Devsu y descubre un lugar de trabajo que valora tu crecimiento, apoya tu bienestar y te empodera para generar un impacto global.",QA
Senior De Automatización De QA / Investigación Y,BairesDev,"Guayaquil, Guayas",,"BairesDev se enorgullece de ser la empresa de software outsourcing de más rápido crecimiento de América. Nuestros equipos están conformados por personas de todo el mundo, lo que nos permite contar con una fuerte esencia multicultural. Para ofrecer constantemente soluciones de la más alta calidad, contratamos solo al 1% superior de los mejores talentos y los desafiamos a proyectos emocionantes.Senior de Automatización de QA en BairesDevBuscamos un sobresaliente Senior de Automatización de QA para sumarse al equipo de Investigación y Desarrollo de BairesDev (I + D).Nuestro equipo de I + D es parte esencial de nuestras soluciones tecnológicas que generan millones en ingresos cada año, por lo que sólo contratamos a los mejores de los mejores.Dentro del equipo, encontrarás muchos desafíos diferentes: Análisis de datos, Aprendizaje Automático, Desarrollos de escritorio y web son algunos de los más relevantes en este momento, pero para impulsar la innovación, ¡notarás que surgen cosas nuevas todos los días!El área de I + D es sin duda el área más interesante y desafiante de toda la empresa, y aunque BairesDev está conformada por personas realmente talentosas en general, aquí encontrarás profesionales con amplia experiência y también nível intelectual y creativo, muy por encima de la media.Queremos que la gente disfrute del viaje. ¿Estás listo?Actividades Principales- Desarrollar y ejecutar los planes y casos de prueba.- Estimar los esfuerzos de prueba, analizar y comunicar los resultados de las pruebas y participar en las actividades diarias de control de calidad.- Trabajar con los equipos de desarrollo, control de calidad y gestión de productos para diseñar y aplicar estrategias de prueba y validación.- Ejecutar y gestionar los casos de prueba y los resultados; informar sobre las métricas de pruebas y errores.¿Qué Buscamos?- 5+ años de experiência en automatización de pruebas.- Destreza para trabajar con C, C++, Java y Python.- Conocimientos sólidos en ambientes de Unix y Linux.- Nível de Inglés avanzado.¿Cómo haremos la vida y el trabajo más fácil?- Trabajo 100% remoto.- Configuración de hardware para trabajar desde casa.- Horario flexible.- Licencias por paternidad y maternidad, vacaciones y feriados pagados.- Ambiente laboral diversificado y multicultural.- Un entorno innovador con la estructura y los recursos de una multinacional líder.- Excelente remuneración - por encima de la media del mercado y tus expectativas.- Aquí puedes crecer tan rápido como aprendas.Nuestra gente trabaja de forma remota con una cultura sólida y constante que promueve la diversidad y el trabajo en equipo. Para continuar siendo la empresa líder en desarrollo de software de América, queremos asegurarnos de que cada miembro de BairesDev tenga las mejores oportunidades de crecimiento y desarrollo profesional en un entorno diverso, acogedor e innovador. Cada persona del equipo aporta algo esencial a BairesDev, ¡cuéntanos tu historia!¡Postúlate ya!",QA
QA Automation Leader / Research + Development,BairesDev,"Guayaquil, Guayas",,**Detalles de la oferta**:**Fuente**:Whatjobs_Ppc**Área***:- Tecnologías de la Información / Tecnologías de la Información en General***Requisitos**:**Conocimientos***:- Linux- Unix,QA
Líder De Automatización QA - Trabajo Remoto,BairesDev,"Anywhere, Guayas",,"BairesDev se enorgullece de ser la empresa de software outsourcing de más rápido crecimiento de América. Nuestros equipos están conformados por personas de todo el mundo, lo que nos permite contar con una fuerte esencia multicultural. Para ofrecer constantemente soluciones de la más alta calidad, contratamos solo al 1% superior de los mejores talentos y los desafiamos a proyectos emocionantes.Líder de Automatización QA en BairesDevSi eres un líder natural con experiência en tutoría, ¡este trabajo es para ti! Como Líder Técnico de Automatización QA en nuestro Equipo de Desarrollo, tu misión será supervisar técnicamente a un equipo de desarrolladores front y back experimentados. Trabajarás en un equipo global de ritmo rápido encargado de llevar la innovación al siguiente nível. La innovación está en el corazón de la estrategia de BairesDev.¿Qué harás?- Trabajar en estrecha colaboración con los desarrolladores para crear casos de prueba, diseñar planes de prueba y automatizar casos de prueba para la verificación de la funcionalidad del producto.- Trabajar en estrecha colaboración con los desarrolladores Product Owners & Scrum Masters para revisar los requisitos del producto y el diseño.- Gestión y seguimiento de errores y mejoras (a través de JIRA y herramientas aplicables).- Investigar y analizar los defectos del producto.- Desarrollar e implementar la estrategia de Automatización de Pruebas.- Generar scripts de pruebas automatizadas a nível de API utilizando diversas tecnologías y herramientas.¿Qué Buscamos?:- 7+ años de experiência en pruebas automatizadas.- Manejo avanzado de metodologías ágiles.- Conocimiento avanzado de patrones de diseño.- Conocimientos avanzados de infraestructura IT.- Experiência en Seguridad.- Experiência desarrollando/integrando con aplicaciones a gran escala.- Totalmente especializado en áreas de desarrollo Backend, Frontend.- Sólida experiência en revisiones de codificación y gestión de pipelines CI/CD.- Conocimiento experto de los beneficios/debilidades de los requisitos de los clientes.- Conocimiento avanzado de las ventajas y desventajas de elegir una determinada tecnología.- Gran experiência participando en reuniones con clientes, usuarios y partes interesadas.- Experiência en dirección de equipos, asignación de tareas, identificación de riesgos, toma de decisiones, estimación de tareas, gestión de conflictos y planificación.¿Cómo haremos la vida y el trabajo más fácil?- Trabajo 100% remoto.- Configuración de hardware para trabajar desde casa.- Horario flexible.- Licencias por paternidad y maternidad, vacaciones y feriados pagados.- Ambiente laboral diversificado y multicultural.- Un entorno innovador con la estructura y los recursos de una multinacional líder.- Excelente remuneración - por encima de la media del mercado y tus expectativas.- Aquí puedes crecer tan rápido como aprendas.Nuestra gente trabaja de forma remota con una cultura sólida y constante que promueve la diversidad y el trabajo en equipo. Para continuar siendo la empresa líder en desarrollo de software de América, queremos asegurarnos de que cada miembro de BairesDev tenga las mejores oportunidades de crecimiento y desarrollo profesional en un entorno diverso, acogedor e innovador. Cada persona del equipo aporta algo esencial a BairesDev, ¡cuéntanos tu historia!¡Postúlate ya!",QA
Gerente De QA / Investigación + Desarrollo,BairesDev,"Guayaquil, Guayas",,"BairesDev se enorgullece de ser la empresa de software outsourcing de más rápido crecimiento de América. Nuestros equipos están conformados por personas de todo el mundo, lo que nos permite contar con una fuerte esencia multicultural. Para ofrecer constantemente soluciones de la más alta calidad, contratamos solo al 1% superior de los mejores talentos y los desafiamos a proyectos emocionantes.Gerente de QA / Investigación + Desarrollo en BairesDevBuscamos destacados QA Managers para unirse al equipo de Investigación y Desarrollo (I+D) de BairesDev.Nuestro equipo de I + D es una parte esencial de nuestras soluciones tecnológicas que impulsan millones en ingresos cada año, por lo que solo contratamos lo mejor de lo mejor.Dentro del equipo encontrarás muchos retos diferentes: Análisis de datos, Machine Learning, Desktop y desarrollos web son algunos de los más relevantes ahora mismo, pero para impulsar la innovación, ¡notarás que cada día surgen cosas nuevas!El área de I+D es, sin duda, la más emocionante y desafiante de toda la empresa. Aunque gente con mucho talento, en general, conforma BairesDev, aquí encontrarás profesionales con amplia experiência y también nível intelectual y creativo, muy por encima de la media.Queremos que la gente disfrute del viaje. ¿Estás preparado?Actividades Principales:- Desarrollo de estrategias de prueba y creación de arneses de prueba apropiados.- Analizar los requisitos del usuario final para definir y documentar los planes de prueba.- Entrega de proyectos.- Liderazgo técnico.- Gestión de personas y satisfacción del equipo.¿Qué Buscamos?:- 4+ años de experiência en puestos similares.- Experiência demostrada en la gestión de un equipo de líderes técnicos.- Trabajo orientado al cliente.- Gran capacidad de resolución de problemas.- Experiência en TI.- Excelentes habilidades de comunicación.- Experiência trabajando con Python y Django. (Deseable).- Experiência trabajando con aplicaciones SaaS en un entorno de nube (idealmente AWS). (Deseable).- Titulación en Ingeniería de Desarrollo de Software o Informática. (Deseable).- Nível avanzado de inglés.¿Cómo haremos la vida y el trabajo más fácil?- Trabajo 100% remoto.- Configuración de hardware para trabajar desde casa.- Horario flexible.- Licencias por paternidad y maternidad, vacaciones y feriados pagados.- Ambiente laboral diversificado y multicultural.- Un entorno innovador con la estructura y los recursos de una multinacional líder.- Excelente remuneración - por encima de la media del mercado y tus expectativas.- Aquí puedes crecer tan rápido como aprendas.Nuestra gente trabaja de forma remota con una cultura sólida y constante que promueve la diversidad y el trabajo en equipo. Para continuar siendo la empresa líder en desarrollo de software de América, queremos asegurarnos de que cada miembro de BairesDev tenga las mejores oportunidades de crecimiento y desarrollo profesional en un entorno diverso, acogedor e innovador. Cada persona del equipo aporta algo esencial a BairesDev, ¡cuéntanos tu historia!¡Postúlate ya!",QA
